Datum,Aussentemperatur,Vorlauftemperatur,Rücklauftemperatur,RL-Solltemperatur,Warmwassertemperatur,WW-Solltemperatur,Verdichter 1,Ventilator,2. Wärmeerzeuger,Heizungsumwälzpumpe,Warmwasserpumpe,Zusatzumwälzpumpe,Flanschheizung,Störung
2014/10/26 05:10:24,7.4,33.4,27.7,26.5,46.4,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:10:54,7.4,33.4,27.8,26.5,46.4,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:11:22,7.4,33.5,27.8,26.5,46.4,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:11:52,7.4,33.5,27.8,26.5,46.3,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:12:19,7.4,33.5,27.8,26.5,46.3,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:12:49,7.4,33.5,27.8,26.5,46.3,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:13:18,7.4,33.5,27.8,26.5,46.3,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:13:48,7.4,33.5,27.9,26.5,46.3,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:14:14,7.4,33.5,27.9,26.5,46.3,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:14:44,7.4,33.6,27.9,26.5,46.3,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:15:09,7.4,33.6,27.9,26.5,46.3,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:15:39,7.4,33.6,27.9,26.5,46.3,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:16:06,7.4,33.6,27.9,26.5,46.3,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:16:36,7.4,33.6,28.0,26.5,46.3,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:17:02,7.4,33.6,28.0,26.5,46.3,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:17:32,7.4,33.7,28.0,26.5,46.3,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:18:02,7.4,33.7,28.0,26.5,46.3,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:18:27,7.4,33.7,28.0,26.5,46.2,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:18:57,7.4,33.7,28.0,26.5,46.2,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:19:26,7.4,33.7,28.0,26.5,46.2,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:19:56,7.4,33.7,28.0,26.5,46.2,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:20:23,7.4,33.7,28.1,26.5,46.2,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:20:53,7.4,33.8,28.1,26.5,46.2,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:21:22,7.4,33.8,28.1,26.5,46.2,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:21:52,7.4,33.8,28.1,26.5,46.2,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:22:17,7.4,33.8,28.1,26.5,46.2,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:22:47,7.4,33.8,28.1,26.5,46.2,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:23:12,7.4,33.8,28.2,26.5,46.2,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:23:42,7.4,33.8,28.2,26.5,46.2,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:25:10,7.4,33.8,28.2,26.5,46.2,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:25:40,7.4,33.9,28.2,26.5,46.2,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:26:06,7.4,33.9,28.2,26.5,46.1,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:26:36,7.4,33.9,28.2,26.5,46.1,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:27:04,7.4,33.9,28.2,26.5,46.1,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:27:34,7.4,33.9,28.2,26.5,46.1,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:28:02,7.4,33.9,28.3,26.5,46.1,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:28:32,7.4,33.9,28.3,26.5,46.1,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:29:02,7.4,34.0,28.3,26.5,46.1,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:29:28,7.4,34.0,28.3,26.5,46.1,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:29:58,7.4,34.0,28.3,26.5,46.1,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:30:25,7.4,34.0,28.3,26.5,46.1,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:30:55,7.4,34.0,28.3,26.5,46.1,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:31:25,7.4,34.0,28.4,26.5,46.1,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:31:55,7.4,34.0,28.4,26.5,46.1,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:32:20,7.4,34.0,28.4,26.5,46.0,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:32:50,7.4,34.1,28.4,26.5,46.0,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:33:15,7.4,34.1,28.4,26.5,46.0,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:33:45,7.4,34.1,28.4,26.5,46.0,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:34:12,7.4,34.1,28.4,26.5,46.0,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:34:42,7.4,34.1,28.4,26.5,46.0,46.0,1,0,1,0,1,0,1,0
2014/10/26 05:35:10,7.4,32.4,28.5,26.5,46.0,46.0,0,0,0,0,1,0,1,0
2014/10/26 05:35:40,7.4,29.4,28.5,26.5,46.0,46.0,0,0,0,0,1,0,1,0
2014/10/26 05:36:10,7.4,28.8,28.5,26.5,46.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:36:40,7.4,28.5,28.5,26.5,46.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:37:09,7.4,28.4,28.5,26.5,46.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:37:39,7.4,28.3,28.5,26.5,46.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:38:07,7.4,28.0,28.5,26.5,46.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:38:37,7.4,27.8,28.5,26.5,46.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:39:05,7.4,27.5,28.5,26.5,46.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:39:35,7.4,27.5,28.5,26.5,45.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:40:00,7.4,27.5,28.5,26.5,45.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:40:30,7.4,27.7,28.5,26.5,45.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:41:00,7.4,28.0,28.4,26.5,45.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:41:25,7.4,28.1,28.4,26.5,45.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:41:55,7.4,28.2,28.3,26.5,45.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:42:25,7.4,28.2,28.2,26.5,45.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:42:55,7.4,28.2,28.2,26.5,45.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:43:23,7.4,28.2,28.1,26.5,45.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:43:53,7.4,28.2,28.1,26.5,45.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:44:22,7.4,28.1,28.0,26.5,45.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:44:52,7.4,28.1,27.9,26.5,45.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:45:22,7.4,28.0,27.9,26.5,45.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:45:52,7.4,28.0,27.8,26.5,45.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:46:20,7.4,27.9,27.8,26.5,45.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:46:50,7.4,27.8,27.7,26.5,45.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:47:15,7.4,27.8,27.6,26.5,45.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:47:45,7.4,27.7,27.6,26.5,45.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:49:12,7.4,27.7,27.5,26.5,45.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:49:42,7.4,27.6,27.5,26.5,45.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:50:07,7.4,27.6,27.5,26.5,45.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:50:37,7.4,27.5,27.4,26.5,45.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:51:01,7.4,27.4,27.4,26.5,45.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:51:31,7.4,27.4,27.3,26.5,45.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:52:01,7.4,27.4,27.3,26.5,45.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:52:29,7.4,27.3,27.3,26.5,45.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:52:59,7.4,27.3,27.2,26.5,45.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:53:24,7.4,27.2,27.2,26.5,45.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:53:54,7.4,27.2,27.1,26.5,45.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:54:21,7.4,27.1,27.1,26.5,45.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:54:51,7.4,27.1,27.1,26.5,45.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:55:18,7.4,27.1,27.1,26.5,45.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:55:48,7.4,27.0,27.0,26.5,45.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:56:17,7.4,27.0,27.0,26.5,45.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:56:47,7.4,27.0,27.0,26.5,45.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:57:16,7.4,27.0,26.9,26.5,45.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:57:46,7.4,26.9,26.9,26.5,45.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:58:14,7.4,26.9,26.9,26.5,45.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:58:44,7.4,26.9,26.9,26.5,45.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:59:11,7.4,26.8,26.9,26.5,45.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 05:59:41,7.4,26.8,26.8,26.5,45.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:00:07,7.4,26.8,26.8,26.5,45.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:00:37,7.4,26.8,26.8,26.5,45.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:01:06,7.4,26.7,26.8,26.5,45.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:01:36,7.4,26.7,26.8,26.5,45.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:02:03,7.4,26.7,26.7,26.5,45.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:02:33,7.4,26.7,26.7,26.5,45.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:03:03,7.4,26.7,26.7,26.5,45.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:03:33,7.4,26.6,26.7,26.5,45.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:04:02,7.4,26.6,26.7,26.5,45.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:04:32,7.4,26.6,26.6,26.5,45.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:05:02,7.4,26.6,26.6,26.5,45.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:05:28,7.4,26.6,26.6,26.5,45.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:05:58,7.4,26.5,26.6,26.5,45.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:06:23,7.4,26.5,26.6,26.5,45.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:06:53,7.4,26.5,26.6,26.5,45.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:07:18,7.4,26.5,26.5,26.5,45.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:07:48,7.4,26.5,26.5,26.5,45.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:08:14,7.4,26.5,26.5,26.5,45.5,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:08:44,7.4,26.5,26.5,26.5,45.5,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:09:14,7.4,26.4,26.5,26.5,45.5,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:09:44,7.4,26.4,26.5,26.5,45.5,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:11:11,7.4,26.4,26.5,26.5,45.5,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:11:41,7.4,26.4,26.4,26.5,45.5,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:12:10,7.4,26.4,26.4,26.5,45.5,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:12:40,7.4,26.3,26.4,26.5,45.5,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:13:07,7.4,26.3,26.4,26.5,45.5,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:13:37,7.4,26.3,26.4,26.5,45.5,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:14:06,7.4,26.3,26.4,26.5,45.5,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:14:36,7.4,26.3,26.4,26.5,45.5,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:15:04,7.4,26.3,26.4,26.5,45.5,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:15:34,7.4,26.3,26.3,26.5,45.5,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:16:01,7.4,26.3,26.3,26.5,45.5,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:16:31,7.4,26.2,26.3,26.5,45.4,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:17:01,7.4,26.2,26.3,26.5,45.4,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:17:29,7.4,26.2,26.3,26.5,45.4,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:17:59,7.4,26.2,26.3,26.5,45.4,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:18:26,7.4,26.2,26.3,26.5,45.4,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:18:56,7.4,26.2,26.3,26.5,45.4,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:19:24,7.4,26.2,26.3,26.5,45.4,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:19:54,7.4,26.2,26.2,26.5,45.4,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:20:21,7.4,26.2,26.2,26.5,45.4,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:20:51,7.4,26.2,26.2,26.5,45.4,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:21:18,7.4,26.1,26.2,26.5,45.4,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:21:48,7.4,26.1,26.2,26.5,45.4,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:22:16,7.4,26.1,26.1,26.5,45.4,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:22:46,7.4,26.1,26.1,26.5,45.4,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:23:13,7.4,26.1,26.1,26.5,45.4,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:23:43,7.4,26.1,26.1,26.5,45.3,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:24:09,7.4,26.1,26.1,26.5,45.3,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:24:40,7.4,26.0,26.1,26.5,45.3,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:25:08,7.4,26.0,26.1,26.5,45.3,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:25:38,7.4,26.0,26.1,26.5,45.3,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:26:06,7.4,26.0,26.1,26.5,45.3,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:26:36,7.4,26.0,26.1,26.5,45.3,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:27:01,7.4,26.0,26.1,26.5,45.3,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:27:31,7.4,26.0,26.1,26.5,45.3,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:28:01,7.4,26.0,26.1,26.5,45.3,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:28:28,7.4,26.0,26.1,26.5,45.3,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:28:58,7.4,26.0,26.1,26.5,45.3,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:29:24,7.4,26.0,26.1,26.5,45.3,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:29:54,7.4,26.0,26.1,26.5,45.3,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:30:24,7.4,26.0,26.1,26.5,45.3,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:30:54,7.4,26.0,26.1,26.5,45.2,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:31:22,7.4,26.0,26.0,26.5,45.2,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:31:52,7.4,26.0,26.0,26.5,45.2,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:32:20,7.4,25.9,26.0,26.5,45.2,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:32:50,7.4,25.9,26.0,26.5,45.2,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:33:18,7.4,25.9,26.0,26.5,45.2,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:33:48,7.4,25.9,26.0,26.5,45.2,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:34:15,7.4,25.9,26.0,26.5,45.2,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:34:45,7.5,25.9,26.0,26.5,45.2,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:36:10,7.5,25.9,26.0,26.5,45.2,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:36:40,7.5,25.9,26.0,26.5,45.2,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:37:07,7.5,25.9,26.0,26.5,45.2,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:37:37,7.5,25.9,26.0,26.5,45.2,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:38:02,7.5,25.9,26.0,26.5,45.2,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:38:32,7.5,25.9,26.0,26.5,45.2,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:39:01,7.5,25.9,26.0,26.5,45.1,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:39:31,7.5,25.9,25.9,26.5,45.1,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:40:01,7.5,25.8,25.9,26.5,45.1,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:40:29,7.5,25.8,25.9,26.5,45.1,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:40:59,7.5,25.8,25.9,26.5,45.1,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:41:28,7.5,25.8,25.9,26.5,45.1,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:41:58,7.5,25.8,25.9,26.5,45.1,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:42:28,7.5,25.8,25.9,26.5,45.1,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:42:58,7.5,25.8,25.9,26.5,45.1,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:43:25,7.5,25.8,25.9,26.5,45.1,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:43:55,7.5,25.8,25.9,26.5,45.1,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:44:24,7.5,25.8,25.9,26.5,45.1,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:44:54,7.5,25.8,25.9,26.5,45.1,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:45:19,7.5,25.8,25.9,26.5,45.1,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:45:49,7.5,25.8,25.9,26.5,45.1,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:46:17,7.5,25.8,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:46:47,7.5,25.8,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:47:13,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:47:43,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:48:08,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:48:38,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:49:06,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:49:36,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:50:04,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:50:34,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:51:01,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:51:31,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:52:01,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:52:29,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:52:59,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:53:24,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:53:54,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:54:21,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:54:51,7.5,25.7,25.8,26.5,45.0,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:55:18,7.5,25.7,25.7,26.5,44.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:55:48,7.5,25.6,25.7,26.5,44.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:56:17,7.5,25.6,25.7,26.5,44.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:56:47,7.5,25.6,25.7,26.5,44.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:57:17,7.5,25.6,25.7,26.5,44.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:57:47,7.5,25.6,25.7,26.5,44.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:58:16,7.5,25.6,25.7,26.5,44.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 06:58:46,7.5,25.6,25.7,26.5,44.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:00:13,7.5,25.6,25.7,26.5,44.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:00:43,7.5,25.6,25.7,26.5,44.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:01:08,7.5,25.6,25.7,26.5,44.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:01:38,7.5,25.6,25.7,26.5,44.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:02:06,7.5,25.6,25.7,26.5,44.9,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:02:36,7.5,25.6,25.7,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:03:05,7.5,25.6,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:03:35,7.5,25.6,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:04:00,7.5,25.6,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:04:30,7.5,25.6,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:05:00,7.5,25.5,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:05:27,7.5,25.5,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:05:57,7.5,25.5,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:06:25,7.5,25.5,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:06:55,7.5,25.5,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:07:24,7.6,25.5,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:07:54,7.6,25.5,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:08:20,7.6,25.5,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:08:50,7.6,25.5,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:09:20,7.6,25.5,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:09:50,7.6,25.5,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:10:15,7.6,25.5,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:10:45,7.6,25.5,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:11:15,7.6,25.5,25.6,26.5,44.8,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:11:45,7.6,25.5,25.6,26.5,44.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:12:11,7.6,25.5,25.6,26.5,44.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:12:41,7.6,25.5,25.6,26.5,44.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:13:09,7.6,25.5,25.6,26.5,44.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:13:39,7.6,25.5,25.6,26.5,44.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:14:08,7.6,25.4,25.5,26.5,44.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:14:38,7.6,25.4,25.5,26.5,44.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:15:03,7.6,25.4,25.5,26.5,44.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:15:33,7.6,25.4,25.5,26.5,44.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:16:02,7.6,25.4,25.5,26.5,44.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:16:32,7.6,25.4,25.5,26.5,44.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:17:00,7.6,25.4,25.5,26.5,44.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:17:30,7.6,25.4,25.5,26.5,44.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:18:00,7.6,25.4,25.5,26.5,44.7,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:18:27,7.6,25.4,25.5,26.5,44.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:18:57,7.6,25.4,25.5,26.5,44.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:19:26,7.6,25.4,25.5,26.5,44.6,46.0,0,0,0,0,1,0,0,0
2014/10/26 07:19:56,7.6,25.4,25.5,26.5,44.6,46.0,0,0,0,0,1,0,0,0
